event_id,gross,cost_1x,net,round_trips
FOMC_2024_07_31,0.0,0.0,0.0,0.0
FOMC_2024_09_18,0.006109915318076025,0.0003393851653754405,0.005770530152700585,11.0
FOMC_2024_11_07,0.0,0.0,0.0,0.0
FOMC_2024_12_18,0.007384510738408638,0.00031328172530142867,0.00707122901310721,11.0
FOMC_2025_01_29,-0.0021780934986239345,0.00032940017669667393,-0.0025074936753206084,11.0
FOMC_2025_03_19,0.001261022951910556,0.0003548789452125832,0.0009061440066979727,11.0
FOMC_2025_05_07,0.0,0.0,0.0,0.0
FOMC_2025_06_18,0.0,0.0,0.0,0.0
FOMC_2025_07_30,0.0,0.0,0.0,0.0
FOMC_2025_09_17,0.0,0.0,0.0,0.0
FOMC_2025_10_29,0.00453234188943004,0.0003570149704226922,0.004175326919007348,11.0
FOMC_2025_12_10,0.002784928755509324,0.0003457848348886699,0.002439143920620654,11.0
